age,bmi,children,region,smoker,sex,bmi_smoker,charges
37,23.37,2,northwest,no,female,0.0,6686.4313
26,42.4,1,southwest,no,female,0.0,3410.324
21,26.03,0,northeast,no,male,0.0,2102.2647
40,29.81,1,southeast,no,female,0.0,6500.2359
20,28.025,1,northwest,yes,male,28.025,17560.37975
64,38.19,0,northeast,no,male,0.0,14410.9321
18,30.4,3,northeast,no,male,0.0,3481.868
45,30.2,1,southwest,no,male,0.0,7441.053
52,25.3,2,southeast,yes,female,25.3,24667.419
33,35.53,0,northwest,yes,female,35.53,55135.40209
59,27.5,0,southwest,no,female,0.0,12233.828
18,31.13,0,southeast,no,female,0.0,1621.8827
18,37.29,0,southeast,no,male,0.0,1141.4451
18,38.665,2,northeast,no,female,0.0,3393.35635
19,27.835,0,northwest,no,male,0.0,1635.73365
19,44.88,0,southeast,yes,male,44.88,39722.7462
38,27.835,2,northeast,no,female,0.0,7144.86265
49,27.1,1,southwest,no,female,0.0,26140.3603
19,28.88,0,northwest,yes,female,28.88,17748.5062
19,30.59,0,northwest,no,male,0.0,1639.5631
18,30.115,0,northeast,no,female,0.0,21344.8467
32,28.88,0,northwest,no,male,0.0,3866.8552
55,37.1,0,southwest,no,female,0.0,10713.644
48,29.6,0,southwest,no,male,0.0,21232.18226
18,37.29,1,southeast,no,female,0.0,2219.4451
48,28.0,1,southwest,yes,male,28.0,23568.272
19,36.955,0,northwest,yes,male,36.955,36219.40545
57,27.94,1,southeast,no,male,0.0,11554.2236
50,25.3,0,southeast,no,male,0.0,8442.667
59,36.52,1,southeast,no,female,0.0,28287.89766
24,25.8,0,southwest,no,male,0.0,1972.95
41,29.64,5,northeast,no,male,0.0,9222.4026
51,35.97,1,southeast,no,male,0.0,9386.1613
56,28.31,0,northeast,no,female,0.0,11657.7189
19,27.93,3,northwest,no,female,0.0,18838.70366
47,36.2,1,southwest,no,male,0.0,8068.185
57,38.0,2,southwest,no,female,0.0,12646.207
62,30.02,0,northwest,no,male,0.0,13352.0998
47,29.8,3,southwest,yes,male,29.8,25309.489
49,35.86,0,southeast,no,male,0.0,8124.4084
19,28.4,1,southwest,no,male,0.0,1842.519
47,33.915,3,northwest,no,female,0.0,10115.00885
23,28.0,0,southwest,no,female,0.0,13126.67745
57,34.295,2,northeast,no,female,0.0,13224.05705
18,35.625,0,northeast,no,female,0.0,2211.13075
44,36.955,1,northwest,no,female,0.0,8023.13545
41,28.405,1,northwest,no,male,0.0,6664.68595
58,34.39,0,northwest,no,male,0.0,11743.9341
27,32.67,0,southeast,no,male,0.0,2497.0383
34,23.56,0,northeast,no,female,0.0,4992.3764
45,36.3,2,southeast,no,female,0.0,8527.532
18,38.17,0,southeast,no,female,0.0,1631.6683
27,33.66,0,southeast,no,male,0.0,2498.4144
34,25.27,1,northwest,no,male,0.0,4894.7533
30,35.3,0,southwest,yes,male,35.3,36837.467
33,18.5,1,southwest,no,female,0.0,4766.022
19,20.425,0,northwest,no,male,0.0,1625.43375
26,27.265,3,northeast,no,male,0.0,4661.28635
36,28.025,1,northeast,yes,male,28.025,20773.62775
31,25.8,2,southwest,no,female,0.0,4934.705
47,23.6,1,southwest,no,female,0.0,8539.671
62,25.0,0,southwest,no,female,0.0,13451.122
46,30.2,2,southwest,no,female,0.0,8825.086
30,37.43,3,northeast,no,male,0.0,5428.7277
54,30.02,0,northwest,no,male,0.0,24476.47851
31,29.26,1,southeast,no,female,0.0,4350.5144
53,31.16,1,northwest,no,male,0.0,10461.9794
40,25.46,1,northeast,no,female,0.0,7077.1894
29,25.9,0,southwest,no,female,0.0,3353.284
53,23.75,2,northeast,no,female,0.0,11729.6795
29,26.03,0,northwest,no,female,0.0,3736.4647
53,26.41,2,northeast,no,male,0.0,11244.3769
48,40.565,2,northwest,yes,male,40.565,45702.02235
22,30.4,0,northeast,no,female,0.0,2741.948
23,23.845,0,northeast,no,male,0.0,2395.17155
52,37.4,0,southwest,no,female,0.0,9634.538
57,20.1,1,southwest,no,female,0.0,12032.326
54,25.46,1,northeast,no,male,0.0,25517.11363
19,34.7,2,southwest,yes,female,34.7,36397.576
61,31.57,0,southeast,no,male,0.0,12557.6053
50,31.6,2,southwest,no,female,0.0,10118.424
32,28.12,4,northwest,yes,male,28.12,21472.4788
27,25.175,0,northeast,no,female,0.0,3558.62025
58,28.595,0,northwest,no,male,0.0,11735.87905
53,22.61,3,northeast,yes,female,22.61,24873.3849
31,23.6,2,southwest,no,female,0.0,4931.647
23,23.18,2,northwest,no,female,0.0,14426.07385
42,32.87,0,northeast,no,female,0.0,7050.0213
54,32.3,1,northeast,no,female,0.0,11512.405
45,30.495,2,northwest,no,male,0.0,8413.46305
54,31.9,1,southeast,no,female,0.0,10928.849
24,28.5,0,northeast,yes,male,28.5,35147.52848
18,25.175,0,northeast,yes,male,25.175,15518.18025
52,30.78,1,northeast,no,female,0.0,10797.3362
21,31.255,0,northwest,no,male,0.0,1909.52745
28,35.435,0,northeast,no,male,0.0,3268.84665
48,35.91,1,northeast,no,female,0.0,26392.26029
33,19.095,2,northeast,yes,female,19.095,16776.30405
21,32.68,2,northwest,no,female,0.0,26018.95052
23,42.75,1,northeast,yes,female,42.75,40904.1995
48,36.67,1,northwest,no,male,0.0,28468.91901
28,37.1,1,southwest,no,male,0.0,3277.161
55,32.395,1,northeast,no,female,0.0,11879.10405
30,22.895,1,northeast,no,female,0.0,4719.52405
55,33.88,3,southeast,no,male,0.0,11987.1682
63,23.085,0,northeast,no,female,0.0,14451.83515
35,28.9,3,southwest,no,male,0.0,5926.846
62,30.875,3,northwest,yes,male,30.875,46718.16325
47,25.46,2,northeast,no,male,0.0,9225.2564
26,20.8,0,southwest,no,male,0.0,2302.3
28,30.875,0,northwest,no,male,0.0,3062.50825
43,24.7,2,northwest,yes,female,24.7,21880.82
18,24.09,1,southeast,no,female,0.0,2201.0971
52,32.775,3,northwest,no,male,0.0,11289.10925
18,28.31,1,northeast,no,male,0.0,11272.33139
40,41.69,0,southeast,no,male,0.0,5438.7491
20,21.8,0,southwest,yes,female,21.8,20167.33603
56,33.66,4,southeast,no,male,0.0,12949.1554
43,34.58,1,northwest,no,female,0.0,7727.2532
23,31.4,0,southwest,yes,female,31.4,34166.273
29,37.29,2,southeast,no,male,0.0,4058.1161
42,26.18,1,southeast,no,female,0.0,7046.7222
42,26.6,0,northwest,yes,female,26.6,21348.706
54,30.8,1,southeast,yes,male,30.8,41999.52
26,17.67,0,northwest,no,male,0.0,2680.9493
33,30.25,0,southeast,no,male,0.0,3704.3545
33,33.44,5,southeast,no,male,0.0,6653.7886
44,27.5,1,southwest,no,female,0.0,7626.993
32,37.145,3,northeast,no,female,0.0,6334.34355
38,16.815,2,northeast,no,male,0.0,6640.54485
57,28.7,0,southwest,no,female,0.0,11455.28
63,25.08,0,northwest,no,female,0.0,14254.6082
61,29.92,3,southeast,yes,female,29.92,30942.1918
21,20.235,3,northeast,no,male,0.0,3861.20965
62,32.68,0,northwest,no,female,0.0,13844.7972
36,34.43,0,southeast,yes,male,34.43,37742.5757
48,29.7,0,southeast,no,male,0.0,7789.635
49,32.3,3,northwest,no,male,0.0,10269.46
35,27.74,2,northeast,yes,male,27.74,20984.0936
45,30.36,0,southeast,yes,male,30.36,62592.87309
37,29.83,2,northeast,no,male,0.0,6406.4107
38,27.6,0,southwest,no,female,0.0,5383.536
24,32.01,0,southeast,no,male,0.0,1981.5819
24,23.4,0,southwest,no,male,0.0,1969.614
27,30.3,3,southwest,no,male,0.0,4260.744
43,20.045,2,northeast,yes,female,20.045,19798.05455
56,41.91,0,southeast,no,female,0.0,11093.6229
22,34.8,3,southwest,no,male,0.0,3443.064
64,23.76,0,southeast,yes,male,23.76,26926.5144
18,33.535,0,northeast,yes,male,33.535,34617.84065
34,29.26,3,southeast,no,female,0.0,6184.2994
18,39.82,0,southeast,no,female,0.0,1633.9618
52,24.32,3,northeast,yes,male,24.32,24869.8368
35,24.13,1,northwest,no,male,0.0,5125.2157
19,29.8,0,southwest,no,female,0.0,1744.465
33,42.4,5,southwest,no,male,0.0,6666.243
61,33.535,0,northeast,no,male,0.0,13143.33665
41,28.05,1,southeast,no,female,0.0,6770.1925
63,30.8,0,southwest,no,male,0.0,13390.559
62,39.16,0,southeast,no,female,0.0,13470.8044
44,38.06,0,southeast,yes,female,38.06,48885.13561
36,30.875,1,northwest,no,male,0.0,5373.36425
46,30.495,3,northwest,yes,male,30.495,40720.55105
64,32.965,0,northwest,no,female,0.0,14692.66935
34,27.835,1,northwest,yes,male,27.835,20009.63365
54,27.645,1,northwest,no,female,0.0,11305.93455
57,28.785,4,northeast,no,female,0.0,14394.39815
56,25.935,0,northeast,no,male,0.0,11165.41765
26,29.92,2,southeast,no,female,0.0,3981.9768
20,31.92,0,northwest,no,female,0.0,2261.5688
28,26.98,2,northeast,no,male,0.0,4435.0942
29,29.735,2,northwest,no,male,0.0,18157.876
21,28.975,0,northwest,no,male,0.0,1906.35825
34,21.375,0,northeast,no,male,0.0,4500.33925
45,28.6,2,southeast,no,female,0.0,8516.829
51,37.05,3,northeast,yes,female,37.05,46255.1125
51,21.56,1,southeast,no,female,0.0,9855.1314
22,28.82,0,southeast,no,female,0.0,2156.7518
46,34.6,1,southwest,yes,female,34.6,41661.602
51,20.6,0,southwest,no,female,0.0,9264.797
20,28.975,0,northwest,no,female,0.0,2257.47525
60,24.035,0,northwest,no,female,0.0,13012.20865
42,35.97,2,southeast,no,male,0.0,7160.3303
60,38.06,0,southeast,no,female,0.0,12648.7034
43,25.52,5,southeast,no,male,0.0,14478.33015
32,20.52,0,northeast,no,female,0.0,4544.2348
35,35.815,1,northwest,no,female,0.0,5630.45785
44,22.135,2,northeast,no,male,0.0,8302.53565
49,23.845,3,northeast,yes,female,23.845,24106.91255
24,23.21,0,southeast,no,female,0.0,25081.76784
42,28.31,3,northwest,yes,male,28.31,32787.45859
18,33.77,1,southeast,no,male,0.0,1725.5523
37,30.8,0,southwest,no,male,0.0,4646.759
56,33.725,0,northwest,no,male,0.0,10976.24575
25,26.79,2,northwest,no,female,0.0,4189.1131
51,42.9,2,southeast,yes,male,42.9,47462.894
20,27.3,0,southwest,yes,male,27.3,16232.847
37,25.555,1,northeast,yes,female,25.555,20296.86345
33,33.5,0,southwest,yes,female,33.5,37079.372
44,25.0,1,southwest,no,female,0.0,7623.518
18,33.66,0,southeast,no,male,0.0,1136.3994
33,39.82,1,southeast,no,female,0.0,4795.6568
54,32.775,0,northeast,no,male,0.0,10435.06525
18,28.5,0,northeast,no,male,0.0,1712.227
36,27.74,0,northeast,no,female,0.0,5469.0066
22,20.235,0,northwest,no,female,0.0,2527.81865
33,42.46,1,southeast,no,male,0.0,11326.71487
29,35.53,0,southeast,no,female,0.0,3366.6697
24,27.72,0,southeast,no,female,0.0,2464.6188
63,21.66,0,northeast,no,female,0.0,14449.8544
27,28.5,0,northwest,yes,male,28.5,18310.742
48,30.78,3,northeast,no,male,0.0,10141.1362
61,33.33,4,southeast,no,female,0.0,36580.28216
46,33.44,1,northeast,no,male,0.0,8334.5896
19,20.3,0,southwest,no,male,0.0,1242.26
31,38.095,1,northeast,yes,female,38.095,58571.07448
45,20.35,3,southeast,no,male,0.0,8605.3615
48,27.36,1,northeast,no,female,0.0,9447.3824
42,26.07,1,southeast,yes,male,26.07,38245.59327
32,33.82,1,northwest,no,male,0.0,4462.7218
34,38.0,3,southwest,no,female,0.0,6196.448
31,21.755,0,northwest,no,female,0.0,4134.08245
47,36.0,1,southwest,no,female,0.0,8556.907
25,42.13,1,southeast,no,female,0.0,3238.4357
48,34.3,3,southwest,no,male,0.0,9563.029
28,37.62,1,southeast,no,female,0.0,3766.8838
51,37.0,0,southwest,no,male,0.0,8798.593
50,44.77,1,southeast,no,male,0.0,9058.7303
53,34.105,0,northeast,yes,male,34.105,43254.41795
36,19.855,0,northeast,no,female,0.0,5458.04645
36,29.04,4,southeast,no,female,0.0,7243.8136
22,28.88,0,northeast,no,male,0.0,2250.8352
59,26.4,0,southeast,no,male,0.0,11743.299
48,31.445,1,northeast,no,male,0.0,8964.06055
39,31.92,2,northwest,no,female,0.0,7209.4918
50,36.2,0,southwest,no,male,0.0,8457.818
21,31.02,0,southeast,no,male,0.0,16586.49771
47,32.3,1,southwest,no,male,0.0,8062.764
58,30.305,0,northeast,no,male,0.0,11938.25595
54,31.6,0,southwest,no,male,0.0,9850.432
61,33.915,0,northeast,no,male,0.0,13143.86485
18,33.155,0,northeast,no,female,0.0,2207.69745
19,39.615,1,northwest,no,female,0.0,2730.10785
30,39.05,3,southeast,yes,female,39.05,40932.4295
53,24.32,0,northwest,no,male,0.0,9863.4718
56,19.95,0,northeast,yes,male,19.95,22412.6485
23,26.51,0,southeast,no,male,0.0,1815.8759
33,24.31,0,southeast,no,female,0.0,4185.0979
51,23.21,1,southeast,yes,male,23.21,22218.1149
63,31.445,0,northeast,no,male,0.0,13974.45555
48,28.9,0,southwest,no,female,0.0,8277.523
41,34.21,1,southeast,no,male,0.0,6289.7549
53,28.88,0,northwest,no,male,0.0,9869.8102
19,32.11,0,northwest,no,female,0.0,2130.6759
20,28.785,0,northeast,no,female,0.0,2457.21115
64,26.41,0,northeast,no,male,0.0,14394.5579
24,26.6,0,northeast,no,female,0.0,3046.062
26,34.2,2,southwest,no,female,0.0,3987.926
42,36.195,1,northwest,no,female,0.0,7443.64305
64,30.115,3,northwest,no,female,0.0,16455.70785
59,36.765,1,northeast,yes,female,36.765,47896.79135
64,39.16,1,southeast,no,male,0.0,14418.2804
19,37.43,0,northwest,no,female,0.0,2138.0707
20,31.13,2,southeast,no,male,0.0,2566.4707
30,38.83,1,southeast,no,male,0.0,18963.17192
55,28.975,0,northeast,no,male,0.0,10796.35025
40,23.37,3,northeast,no,female,0.0,8252.2843
43,32.56,3,southeast,yes,female,32.56,40941.2854
50,27.36,0,northeast,no,female,0.0,25656.57526
20,22.42,0,northwest,yes,female,22.42,14711.7438
27,42.13,0,southeast,yes,male,42.13,39611.7577
42,41.325,1,northeast,no,female,0.0,7650.77375
29,25.6,4,southwest,no,female,0.0,5708.867
18,25.08,0,northeast,no,female,0.0,2196.4732
62,31.46,1,southeast,no,male,0.0,27000.98473
30,30.9,3,southwest,no,female,0.0,5325.651
27,26.03,0,northeast,no,male,0.0,3070.8087
53,26.6,0,northwest,no,female,0.0,10355.641
19,27.6,0,southwest,no,male,0.0,1252.407
47,32.0,1,southwest,no,female,0.0,8551.347
41,28.8,1,southwest,no,male,0.0,6282.235
62,27.55,1,northwest,no,male,0.0,13937.6665
58,33.44,0,northwest,no,female,0.0,12231.6136
18,22.99,0,northeast,no,male,0.0,1704.5681
19,24.605,1,northwest,no,female,0.0,2709.24395
59,37.4,0,southwest,no,male,0.0,21797.0004
20,31.46,0,southeast,no,female,0.0,1877.9294
49,25.84,1,northeast,no,male,0.0,9282.4806
39,23.275,3,northeast,no,female,0.0,7986.47525
48,32.23,1,southeast,no,female,0.0,8871.1517
18,36.85,0,southeast,yes,female,36.85,36149.4835
41,36.08,1,southeast,no,female,0.0,6781.3542
47,47.52,1,southeast,no,male,0.0,8083.9198
53,41.47,0,southeast,no,male,0.0,9504.3103
19,18.6,0,southwest,no,female,0.0,1728.897
19,30.495,0,northwest,no,female,0.0,2128.43105
22,31.02,3,southeast,yes,female,31.02,35595.5898
21,34.6,0,southwest,no,female,0.0,2020.177
37,29.8,0,southwest,no,male,0.0,20420.60465
28,28.88,1,northeast,no,female,0.0,4337.7352
28,36.4,1,southwest,yes,male,36.4,51194.55914
51,33.33,3,southeast,no,male,0.0,10560.4917
24,25.27,0,northeast,no,female,0.0,3044.2133
35,39.71,4,northeast,no,male,0.0,19496.71917
53,24.795,1,northwest,no,female,0.0,10942.13205
19,25.555,1,northwest,no,male,0.0,2221.56445
18,32.12,2,southeast,no,female,0.0,2801.2588
40,32.3,2,northwest,no,male,0.0,6986.697
33,22.135,1,northeast,no,female,0.0,5354.07465
56,39.82,0,southeast,no,female,0.0,11090.7178
52,33.25,0,northeast,no,male,0.0,9722.7695
18,39.16,0,southeast,no,female,0.0,1633.0444
50,25.365,2,northwest,no,male,0.0,30284.64294
20,37.0,5,southwest,no,female,0.0,4830.63
21,31.1,0,southwest,no,male,0.0,1526.312
60,36.005,0,northeast,no,female,0.0,13228.84695
39,26.22,1,northwest,no,male,0.0,6123.5688
48,27.93,4,northwest,no,female,0.0,11015.1747
36,25.84,0,northwest,no,female,0.0,5266.3656
24,31.065,0,northeast,yes,male,31.065,34254.05335
27,30.5,0,southwest,no,male,0.0,2494.022
42,24.605,2,northeast,yes,male,24.605,21259.37795
42,26.125,2,northeast,no,male,0.0,7729.64575
24,26.79,1,northwest,no,male,0.0,12609.88702
29,32.11,2,northwest,no,female,0.0,4922.9159
29,22.895,0,northeast,yes,male,22.895,16138.76205
23,39.27,2,southeast,no,female,0.0,3500.6123
56,32.11,1,northeast,no,male,0.0,11763.0009
38,19.95,1,northwest,no,male,0.0,5855.9025
54,25.1,3,southwest,yes,male,25.1,25382.297
48,33.11,0,southeast,yes,female,33.11,40974.1649
19,21.755,0,northwest,no,male,0.0,1627.28245
54,34.21,2,southeast,yes,male,34.21,44260.7499
30,32.4,1,southwest,no,female,0.0,4149.736
40,33.0,3,southeast,no,female,0.0,7682.67
23,28.49,1,southeast,yes,female,28.49,18328.2381
19,20.615,2,northwest,no,male,0.0,2803.69785
31,39.49,1,southeast,no,male,0.0,3875.7341
18,39.14,0,northeast,no,male,0.0,12890.05765
19,34.4,0,southwest,no,male,0.0,1261.859
45,35.815,0,northwest,no,female,0.0,7731.85785
63,36.765,0,northeast,no,male,0.0,13981.85035
38,19.475,2,northwest,no,female,0.0,6933.24225
59,26.505,0,northeast,no,female,0.0,12815.44495
26,29.48,1,southeast,no,female,0.0,3392.3652
27,32.395,1,northeast,no,female,0.0,18903.49141
56,27.2,0,southwest,no,female,0.0,11073.176
61,36.385,1,northeast,yes,female,36.385,48517.56315
37,22.705,3,northeast,no,male,0.0,6985.50695
60,28.7,1,southwest,no,female,0.0,13224.693
18,23.75,0,northeast,no,male,0.0,1705.6245
55,35.245,1,northeast,no,male,0.0,11394.06555
18,31.35,4,northeast,no,female,0.0,4561.1885
39,23.87,5,southeast,no,female,0.0,8582.3023
58,25.175,0,northeast,no,male,0.0,11931.12525
37,47.6,2,southwest,yes,female,47.6,46113.511
55,29.9,0,southwest,no,male,0.0,10214.636
